ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_IDG_00234,"Various Artists including: Jim Anderson, Caroline Coon, Felix Dennis, Kerry Dundas, Louise Ferrier, Juno Gemes, Germaine Greer, Barbara Hanrahan, Rolf Harris, Robert Hughes, Barry Humphries, Jenny Kee, Colin Lanceley, Philippe Mora, Lewis Morley, Richard Neville, Jill Neville, Sidney Nolan, Jane Oehr, Michael Ramsden, Marsha Rowe, Martin Sharp, Albie Thoms, Robert Whitaker, Brett Whiteley. Curated by Nick Waterlow with Annabel Pegus. Sponsored by Davies Design Consultants and Pressworks Printing Group. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-10-11,,,Larrikins in London: An Australian Presence in 1960s London,https://www.artdesign.unsw.edu.au/unsw-galleries/larrikins-london-australian-presence-1960s-london,2003-09-04,Exhibition,
UNSW_GALLERIES_IDG_00235,"Artists: Suzanne Archer, Tom Arthur, Deborah Beck, Godwin Bradbeer, Peter Burgess, Tim Burns, Jon Cattapan, Jonathan Dady, Michael Downs, Mike Esson, David Fairbairn, Rina Franz, Richard Goodwin, Ian Grant, Anton Hart, Patrick Hartigan, Philip Hunter, Meagan Keating, Victoria King, Barbie Kjar, Maria Kontis, Nungalka Kunmanara & Nura Rupert, Vivienne Miller, Ben Morieson, Anne Morrison, Jacqueline Rose, Sylvia Ross, Bernhard Sachs, David Thomas, Tony Twigg, Trevor Weekes, Paula Wong, Helen Wright, Michael Zavros, Paul Zika. Curated by  Peter Hill. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-08-30,,,Love Letter to China: Drawings by 35 Australian Artists,https://www.artdesign.unsw.edu.au/unsw-galleries/love-letter-china-drawings-by-35-australian-artists,2003-07-24,Exhibition,
UNSW_GALLERIES_IDG_00236,"Artists: Gordon Bennett, George Gittoes, Reg Mombassa, Karma Phuntsok (in collaboration with Tim Johnson), My Le Thi, Albertina Viegas, Savanhdary Vongpoothorn, Guan Wei, Mahmoud Yekta, Anne Zahalka + Sue Saxon. Curated by Ashley Carruthers with My Le Thi. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-07-19,,,Isle of Refuge,https://www.artdesign.unsw.edu.au/unsw-galleries/isle-refuge,2003-06-12,Exhibition,
UNSW_GALLERIES_IDG_00237,"Artists: Michele Barker + Anna Munster, Maureen Burns, Bonita Ely, Richard Goodwin, Astra Howard, Carol Longbottom, Gwenda Maude, Katherine Moline, Mari Velonaki + Gary. Curated by Rilka Oakley. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-06-07,,,Outside In,https://www.artdesign.unsw.edu.au/unsw-galleries/outside,2003-05-08,Exhibition,
UNSW_GALLERIES_IDG_00238,"Parthenogenesis means Virgin Birth, a metaphor evocative of the particular materiality detected in new media work. Thusly the exhibition it is intended to critically engage with the often-expressed assertion that progressive, conceptually informed art generates itself free of fertilization or contact with the social body. Art made in vitro. Artists: Keith Haring, The Kingpins, Barbara Kruger, Cary Leibowitz, Mambo, Luke Roberts, Julie Rrap, Craig Russell, Cindy Sherman, Chintan Upadhyay, Hema Upadhyay. Curated by Gary Carsley and Elizabeth Ashburn. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-05-03,,,Parthenogenesis,https://www.artdesign.unsw.edu.au/unsw-galleries/parthenogenesis,2003-05-27,Exhibition,
UNSW_GALLERIES_IDG_00239,"An Indigenous COFA Presence, is an exhibition tribute to the success and possibilities of COFA's Indigenous community. Sue Green, Brenda L. Croft, Peter McKenzie, Clinton Nain, Rea. Curated by Jonathan Jones. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-03-22,,,An Indigenous COFA Presence,https://www.artdesign.unsw.edu.au/unsw-galleries/indigenous-cofa-presence,2003-02-23,Exhibition,
UNSW_GALLERIES_IDG_00240,"The 2003 COFA Postgraduate Summer Program is a month of quick turn around exhibitions by candidates for the College of Fine Arts UNSW’s Masters and PhD degrees. Artists: Craig Bennett, Evan Brooks, Andrew Hewish, Ruth Stone, Kyung Ae Lydia Sun, Xu Wang, Deborah Clare, Veronica West. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-02-15,,,COFA Postgraduate summer program,https://www.artdesign.unsw.edu.au/unsw-galleries/cofa-postgraduate-summer-program-0,2003-01-14,Exhibition,
UNSW_GALLERIES_IDG_00241,"An exhibition of Masters students from COFA's 2004 cohort. Artists: Nick Bleasel, Christopher Dean, Nathalie Hartog-Gautier, Lucila Maddox. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-12-18,,,Masters of COFA 2004,https://www.artdesign.unsw.edu.au/unsw-galleries/masters-cofa-2004,2004-11-25,Exhibition,
UNSW_GALLERIES_IDG_00242,"Various artists exhibiting to raise money for the College of Fine Arts. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-10-20,,,COFA Fundraiser,https://www.artdesign.unsw.edu.au/unsw-galleries/cofa-fundraiser,2004-11-10,Exhibition,
UNSW_GALLERIES_IDG_00243,"Artists: Robert Ambrose Cole, Djambawa Marawili, Marawili, Mununggurr, Elizabeth Marks Nakamarra, Lorna Napanangka, Ada Bird Petyarre, Gloria Petyarre, William Sandy, John Tjakamarra, Tony Tjakamarra, Sam Tjampitjin, Dinni Campbell Tjampitjinpa, Jimmy Brown Tjampitjinpa, Kenny Williams Tjampitjinpa, Maxie Tjampitjinpa, Ronnie Tjampitjinpa, George Yapa Tjangala, Johnny Gordon Downs Tjangala, Ray James Tjangala, Uta Uta Tjangala, Clifford Possum Tjapaltjarri, Danny Gibson Tjapaltjarri, Dr. George (Takata) Tjapaltjarri, George Tjampu Tjapaltjarri, Jake Tjapaltjarri, Joseph Jurra Tjapaltjarri, Mick Namarari Tjapaltjarri, Warlimpirrnga Tjapaltjarri, Kanya Tjapangati, Timmy Payungka Tjapangati, Tutuma Tjapangati, Cowboy Dick Tjapanangka, George Ward Tjungurrayi, Helicopter Tjungurrayi, Paddy Carroll Tjungurrayi, Shorty Lungkata Tjungurrayi, Willy Tjungurrayi, Yala Yala Gibbs Tjungurrayi, Bobby West Tjupurrula, Graham Tjupurrula, John John West Tjupurrula, Turkey Tolson Tjupurrula, Yalpi Yunupingu. Curated by Beverley Fielder and Ken Watson. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-11-06,,,Binocular: looking closely at Country,https://www.artdesign.unsw.edu.au/unsw-galleries/binocular-looking-closely-country,2004-09-30,Exhibition,
UNSW_GALLERIES_IDG_00244,"How different would this country have been as Terra Alterius: Land of Another? This exhibition provokes our thinking on the subject, and through the work of the twelve artists, Indigenous and non-Indigenous, in response to this idea. Artists: Gordon Bennett, Barbara Campbell-Allen, Julie Dowling, Shaun Gladwell + Michael Schiavello, Jonathan Jones, Joanne Searle, Esme Timbery, Freddie Timms, Lynette Wallworth, Guan Wei, Lena Yarinkura. Curated by Margaret Farmer. Sponsored by Gordon Darling Foundation, Australia Council and NSW Ministry for the Arts Toured by the Museums and Galleries Foundation of NSW. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-09-25,,,Terra Alterius: Land of Another,https://www.artdesign.unsw.edu.au/unsw-galleries/terra-alterius-land-another,2004-08-20,Exhibition,
UNSW_GALLERIES_IDG_00245,"FANTASMI, exhibits the works of Dennis Del Favero from 1994–2004. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-08-14,,,Dennis Del Favero FANTASMI: 1994–2004,https://www.artdesign.unsw.edu.au/unsw-galleries/dennis-del-favero-fantasmi-1994%E2%80%932004,2004-07-08,Exhibition,
UNSW_GALLERIES_IDG_00246,"Talking About Abstraction is premised on the belief that Aboriginal painting assumes an authoritative influence on the practice of many non-Indigenous artists. Artists: Angela Brennan, Debra Dawes, A.D.S. Donaldson, Melinda Harper, Paddy Bedford Jawalyi, Emily Kame Kngwarreye, Ildiko Kovacs, Mitjili Naparrula, George Tjapaltjarri, George Tjungurrayi, Turkey Tolson Tjupurrula, Regina Wilson, Jemima Wyman. Curated by Felicity Fenner. A Biennale of Sydney parallel programme. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-07-03,,,Talking about Abstraction,https://www.artdesign.unsw.edu.au/unsw-galleries/talking-about-abstraction,2004-05-27,Exhibition,
UNSW_GALLERIES_IDG_00247,"Artists: Yuichi Higashiona, Callum Morton, Elspeth Pratt, Sally Smart, Kyoco Taniyama, Renee Van Halm. Curated by Greg Bellerby, Felicity Fenner, and Makiko Hara. Organised by and tour to Charles H. Scott Gallery, Emily Carr Institute, Vancouver, and Canadian Embassy, Tokyo. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-05-22,,,Architypes,https://www.artdesign.unsw.edu.au/unsw-galleries/architypes,2004-04-15,Exhibition,
UNSW_GALLERIES_IDG_00248,"The drawing exhibition titled Double Sense (Origins in China) intended not only to reflect changes of drawing teaching and creativity in the transitional period of art making in China today, but also to explore some of the seminal roles of drawing within an interdisciplinary visual discourse. Artists: Dai Shihe, Lan Qiaoru, Shi Yu, Wang Huaxiang. Curated by Jin Hua. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-04-10,,,Double Sense (Origins in China),https://www.artdesign.unsw.edu.au/unsw-galleries/double-sense-origins-china,2004-03-04,Exhibition,
UNSW_GALLERIES_IDG_00249,"The 2004 COFA Postgraduate Summer Program is a month of quick turn around exhibitions by candidates for the College of Fine Arts UNSW’s masters and PhD degrees. Artists: Nick Bleasel, Christopher Dean, Megan Jenkinson, Lucila Maddox, Richard Van Der Aa, Zoe Veness. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2004-02-28,,,Postgraduate summer program,https://www.artdesign.unsw.edu.au/unsw-galleries/postgraduate-summer-program,2004-02-03,Exhibition,
UNSW_GALLERIES_IDG_00250,"An exhibition of Masters students from COFA's 2005 cohort. Artists: Owen Leong, Gwenday Maude, Louis Pratt, Abdul Rahimi, Zoe Veness. Curated by Adrian Davies. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2005-12-07,,,Masters of COFA 2005,https://www.artdesign.unsw.edu.au/unsw-galleries/masters-cofa-2005,2005-12-01,Exhibition,
UNSW_GALLERIES_IDG_00251,"(Going) Out There exhibits works by various artists whom respond to the remote lands around Fowlers Gap, Arid zone Research Station situated north of Broken Hill. Artists: Craig Bennett, Paul Connor, Charles Cooper, Cherine Fahd, Louise Fowler-Smith, Joe Frost, Barry Gazzard, Ian Grant, Rochelle Haley, Patrick Hartigan, Hobart Hughes, Jennifer Keeler-Milne, Ross Laurie, Genevieve McCrea, Stephanie Montieth, Idris Murphy, Juliana O'Dean, Terence O'Donnell, Yaeli Ohana, Toshiko Oiyama, Daniel Pata, Peter Sharp, Sue Soliman, Kate Turner, Guy Warren. Organised by COFA lecturers Ian Grant, Joe Frost, Idris Murphy, Louise Fowler-Smith and Peter Sharp. Presneted in association with Imaging the land international research institute (ILIRI), The University of New South Wales. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2005-11-26,,,(Going) Out There,https://www.artdesign.unsw.edu.au/unsw-galleries/going-out-there,2005-10-20,Exhibition,
UNSW_GALLERIES_IDG_00252,"Beluchi Weavers, Alexander Brener, Adrian Davies, Kendell Geers, Michael Goldberg, Shilpa Gupta, Raquel Ormella, Dean Sewell, Squatspace, Dmitry Vilensky, Ilaria Vanni, Susann Victor. Curated by Zanny Begg and David McNeill. Organised in association with UNSW Centre for Contemporary Art + Politics. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2005-10-15,,,Disobedience,https://www.artdesign.unsw.edu.au/unsw-galleries/disobedience,2005-09-08,Exhibition,
UNSW_GALLERIES_IDG_00253,"The exhibition, 'Women of Influence', is a small tribute to the foresight, courage and conviction of Best, Jaye and Lewers who with their professional interest in promoting the latest in art and design, provided rare opportunities for the cross-fertilisation between art and design that contributed to the development of both on the Sydney art and design scene in the middle 20th century. Artists: Marion Hall Best, Margaret Jaye, Margo Lewers. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2005-09-03,,,Women of Influence,https://www.artdesign.unsw.edu.au/unsw-galleries/women-influence,2005-08-04,Exhibition,
